title="Speed"
variables = "x","y","vx","vy"
zone i=87617
1.04197e-06 3.90297e-06 -11.6665 -8.02941
1.8028e-06 6.53068e-06 -21.8719 -12.8674
6.10563e-06 6.53025e-06 -30.7814 -21.3145
2.18714e-06 7.88877e-06 -28.4938 -15.0349
8.73246e-06 1.29715e-05 -8.87488 -2.84846
2.85454e-06 6.33035e-06 -24.343 -13.9843
2.45661e-06 4.00404e-06 -15.1572 -10.5925
4.83176e-06 1.21169e-05 -27.4759 -5.13215
4.48091e-06 7.12947e-06 -32.8445 -17.3264
4.51593e-06 4.43683e-06 -21.3575 -14.9799
1.50957e-05 6.64698e-06 -11.4904 -15.2759
1.4727e-05 4.42869e-06 -13.8626 -25.4478
1.08061e-05 1.02721e-05 -12.6091 -10.0703
1.46462e-05 5.94453e-06 -12.9107 -19.3907
1.52867e-05 5.30625e-06 -12.3715 -21.0855
1.05048e-05 9.72421e-07 -15.387 -27.7046
1.01421e-05 1.71067e-06 -16.6982 -27.7632
1.00424e-05 6.51347e-06 -21.4023 -26.5521
1.71188e-05 4.23379e-06 -10.1071 -22.7546
6.7543e-06 3.22038e-06 -21.5965 -19.9324
2.45251e-05 5.9936e-06 -12.031 -5.80192
2.47867e-05 1.09059e-05 -13.7895 19.9029
2.8113e-05 2.19417e-06 -11.8068 -23.2272
2.48563e-05 1.85597e-06 -10.2666 -22.7822
9.01584e-05 0.000892044 41.7312 -21.5402
2.69545e-05 2.88539e-07 -9.89729 -25.8975
2.41609e-05 1.2004e-05 -11.9469 21.9829
2.53932e-05 2.49468e-06 -10.7321 -21.8707
2.79102e-05 5.66693e-09 -9.69828 -26.6187
2.60684e-05 5.66344e-06 -13.8972 -8.06206
0.000558481 0.000892699 110.48 485.019
3.0863e-05 8.47754e-06 -26.8899 3.04985
0.000706685 0.000871148 131.706 167.924
3.7959e-05 4.49964e-06 -26.2506 -29.2522
2.99228e-05 4.94635e-07 -11.3443 -30.5542
0.000814055 0.000866793 5.04593 -24.8041
3.65229e-05 1.02469e-05 -32.7788 12.0663
3.04469e-05 5.03057e-06 -20.7686 -17.06
0.000651171 0.000884351 215.962 424.333
3.87271e-05 4.28653e-07 -18.3338 -56.7143
0.000240184 0.00087656 -46.1627 5.53676
0.000713127 0.000868298 145.139 156.206
0.000172481 0.000883633 -5.57243 -11.7102
0.0001661 0.00089276 -21.152 -22.3711
0.000649977 0.000885671 203.005 394.583
4.086e-05 6.33649e-06 -27.8757 -15.0737
4.07659e-05 1.27796e-05 -33.9129 28.0406
0.000958783 0.000883148 -83.2068 32.3328
0.000676575 0.000875722 225.773 392.779
4.21166e-05 2.46587e-06 -21.4854 -44.1906
5.09121e-05 2.78148e-06 -23.3859 -47.7714
0.000243995 0.000887043 -67.0899 -11.605
0.000243382 0.000883357 -76.2772 -8.036
0.000660802 0.000876966 240.308 456.633
0.000755978 0.000865728 89.7395 7.2396
5.28332e-05 6.35341e-07 -24.025 -67.402
0.000204901 0.000889063 -37.6535 -19.2667
5.22547e-05 8.20251e-06 -29.6559 -3.16673
5.23235e-05 8.23855e-06 -29.7435 -2.90516
5.21972e-05 2.21185e-06 -24.7715 -54.0413
0.000152447 0.000895373 -15.0707 -38.2615
0.000505177 0.000895169 -19.1907 476.989
8.75641e-05 0.00088745 66.9045 -15.1211
0.000301472 0.00089365 -74.0915 20.5166
5.94098e-05 1.10327e-05 -30.4492 20.3356
0.000716417 0.000886214 75.3687 61.0149
6.49927e-05 1.24964e-05 -23.1486 36.9869
5.62961e-05 3.5425e-06 -30.7112 -46.7048
0.000599863 0.000887381 158.967 516.367
5.74188e-05 0.000887731 57.3017 -6.39708
0.000647246 0.000885967 201.734 408.391
0.000820808 0.000876721 11.4359 -19.5618
0.000363229 0.000890046 -221.896 411.695
0.000950725 0.000885409 -73.0497 16.4879
0.000918058 0.000895172 -41.6832 -38.7609
0.000151284 0.000899572 1.1673 -37.1288
0.000508577 0.000889615 -13.2786 465.538
0.000719578 0.000874386 103.667 81.6745
0.000144967 0.00088176 -16.7053 -41.4933
6.85903e-05 9.18865e-06 -29.6413 14.8777
0.000513229 0.000901329 8.16208 456.776
0.000641969 0.000895099 140.123 270.292
0.000883177 0.000900626 -29.2255 -50.1392
0.000607934 0.000890637 154.764 503.084
0.000852225 0.0008848 25.7594 6.34255
0.000859629 0.000886894 30.8801 14.9577
0.000323503 0.00088186 -148.317 246.753
0.000425511 0.000888126 -119.786 487.242
8.20108e-05 2.24317e-07 -29.9074 -72.7523
0.000464119 0.000907762 -56.2495 368.069
0.000713371 0.000895273 63.6601 47.4605
0.000244692 0.000887575 -65.1412 -12.164
0.000131653 0.000909366 22.8547 -52.5909
0.000710716 0.000891888 71.7443 50.2509
0.000394355 0.000904541 -120.276 227.567
0.000939854 0.00089151 -54.4415 0.0867577
0.000781423 0.000881443 38.3507 -46.8155
0.000786719 0.000875607 48.6391 -36.1779
0.00088206 0.000897174 -23.0668 -41.9828
0.000785369 0.000901073 33.1834 -19.3435
0.00050018 0.000915448 -18.3991 178.897
0.000688469 0.00088343 121.251 189.115
0.000949724 0.00090104 -45.514 -18.6485
0.000786542 0.000898036 40.8195 -28.6049
0.000779548 0.000879592 33.5077 -49.2883
0.000405415 0.000912813 -71.3648 82.4018
0.000698274 0.000902992 60.9219 17.2574
0.00049169 0.000912798 -36.1952 260.345
0.000386938 0.000910077 -75.0929 59.0245
0.000609537 0.000909522 93.9613 73.1227
0.000544914 0.000903771 80.2571 421.876
0.000386794 0.000911262 -71.3799 36.2179
0.000288847 0.000899685 -45.4407 4.71945
0.000876876 0.00090118 -23.4427 -44.0271
0.000787037 0.000901416 38.5055 -27.0981
0.000183576 0.000918068 -12.8749 -57.5066
0.000613314 0.00090371 110.488 236.225
6.37834e-05 0.00090093 60.5176 -14.1908
0.00070941 0.000896305 74.0761 43.2717
0.000922665 0.000898667 -37.1325 -29.051
0.000857189 0.000919856 16.365 -78.5831
0.000749474 0.000904956 40.0013 -5.33692
0.000296493 0.000891122 -57.4878 29.867
0.000297807 0.000891815 -59.564 27.8839
0.000984703 0.000931146 -49.1813 28.5384
0.000647586 0.000921159 71.7174 -118.922
0.000534037 0.000921641 38.5195 45.1879
0.000284076 0.000905989 -57.6404 -16.3072
0.00036316 0.000895864 -172.537 265.006
0.000870551 0.000903415 -23.3667 -49.1799
9.27789e-05 0.000925254 17.9393 -28.2111
0.000855297 0.000916696 4.22471 -62.2889
